"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 09 19:53:14 BRT 2021","Sun May 09 19:53:31 BRT 2021","17514","","automation","","","","adicionar produto ao carrinho",""
